X1,offense,offense_conference,offense_score,defense,defense_conference,defense_score,drive_id,id,period,minutes,seconds,down,distance,yard_line,yards_to_goal,play_type,play_text,yards_gained,ppa,yards_gained_raw,simple_play_type,game_pd,id_by_quarter,time
558,Northwestern,Big Ten,13,UNLV,Mountain West,14,4011122469,36,2,3,45,2,7,58,42,Pass Reception,Hunter Johnson pass complete to Berkeley Holman for 4 yds to the UNLV 38,4,-0.1361245440703626,4,1,UNLV 2,2.013,Q2 3M 45S
559,Northwestern,Big Ten,13,UNLV,Mountain West,14,4011122469,37,2,3,45,1,10,55,45,Rush,Hunter Johnson run for 3 yds to the UNLV 42,3,-0.3299594446081446,3,2,UNLV 2,2.0140000000000002,Q2 3M 45S
560,Northwestern,Big Ten,13,UNLV,Mountain West,14,4011122469,38,2,3,45,1,10,45,55,Rush,Drake Anderson run for 10 yds to the UNLV 45 for a 1ST down,10,NA,10,2,UNLV 2,2.015,Q2 3M 45S
576,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122472,1,1,8,58,1,10,75,75,Rush,Isaiah Bowser run for a loss of 1 yard to the Nwest 24,-1,-0.8014893508157099,-1,2,Wisconsin 1,0.9999999999999999,Q1 8M 58S
574,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122472,2,1,8,34,2,11,76,76,Rush,Isaiah Bowser run for 3 yds to the Nwest 27,3,-0.12992184464295686,3,2,Wisconsin 1,1.0010000000000001,Q1 8M 34S
575,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122472,3,1,8,3,3,8,73,73,Pass Incompletion,Hunter Johnson pass incomplete to Riley Lees,0.5,-0.22421028645399854,0,1,Wisconsin 1,1.002,Q1 8M 3S
586,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,4,1,5,40,1,10,95,95,Rush,Drake Anderson run for a loss of 2 yards to the Nwest 3,-2,-0.34922228255785015,-2,2,Wisconsin 1,1.0030000000000001,Q1 5M 40S
589,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,5,1,5,30,2,12,97,97,Rush,Drake Anderson run for 3 yds to the Nwest 6,3,-0.03418169213657141,3,2,Wisconsin 1,1.004,Q1 5M 30S
588,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,6,1,3,58,3,12,97,97,Rush,Drake Anderson run for 1 yd to the Nwest 4,1,-0.02933102487081205,1,2,Wisconsin 1,1.0050000000000001,Q1 3M 58S
585,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,7,1,3,30,1,10,81,81,Rush,Drake Anderson run for 31 yds to the 50 yard line for a 1ST down,31,2.5972075888814237,31,2,Wisconsin 1,1.006,Q1 3M 30S
584,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,8,1,3,5,1,10,50,50,Pass Reception,Hunter Johnson pass complete to JJ Jefferson for 12 yds to the Wisc 38 for a 1ST down,12,0.746819283536185,12,1,Wisconsin 1,1.0070000000000001,Q1 3M 5S
595,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,9,1,3,1,1,10,38,38,Rush,Hunter Johnson run for 25 yds to the Wisc 13 for a 1ST down,25,0.555663433539341,25,2,Wisconsin 1,1.008,Q1 3M 1S
594,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,10,1,2,37,1,10,13,13,Rush,Drake Anderson run for 3 yds to the Wisc 10,3,-0.098600859057136,3,2,Wisconsin 1,1.0090000000000001,Q1 2M 37S
592,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,11,1,1,53,2,7,10,10,Rush,Hunter Johnson run for a loss of 2 yards to the Wisc 12,-2,-0.450781976033442,-2,2,Wisconsin 1,1.01,Q1 1M 53S
593,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,12,1,1,41,3,9,12,12,Pass Incompletion,Hunter Johnson pass incomplete to Charlie Mangieri,0.5,-0.464914983739831,0,1,Wisconsin 1,1.0110000000000001,Q1 1M 41S
605,Northwestern,Big Ten,3,Wisconsin,Big Ten,7,4011122476,13,2,14,37,1,10,69,69,Rush,Isaiah Bowser run for 4 yds to the Nwest 35,4,-0.1445206744011678,4,2,Wisconsin 2,2,Q2 14M 37S
603,Northwestern,Big Ten,3,Wisconsin,Big Ten,7,4011122476,14,2,14,9,2,6,65,65,Rush,Isaiah Bowser run for 5 yds to the Nwest 40,5,0.1016322602349415,5,2,Wisconsin 2,2.001,Q2 14M 9S
604,Northwestern,Big Ten,3,Wisconsin,Big Ten,7,4011122476,15,2,13,30,3,1,60,60,Rush,Isaiah Bowser run for a loss of 2 yards to the Nwest 38,-2,-1.1351656644922201,-2,2,Wisconsin 2,2.0020000000000002,Q2 13M 30S
611,Northwestern,Big Ten,3,Wisconsin,Big Ten,7,4011122478,16,2,11,40,1,10,75,75,Rush,Drake Anderson run for 2 yds to the Nwest 27,2,-0.45260367932203766,2,2,Wisconsin 2,2.003,Q2 11M 40S
612,Northwestern,Big Ten,3,Wisconsin,Big Ten,7,4011122478,17,2,11,10,2,8,73,73,Rush,Drake Anderson run for 1 yd to the Nwest 28,1,-0.40259546283400116,1,2,Wisconsin 2,2.004,Q2 11M 10S
613,Northwestern,Big Ten,3,Wisconsin,Big Ten,7,4011122478,18,2,10,31,3,7,72,72,Pass Reception,Hunter Johnson pass complete to Drake Anderson for a loss of 1 yard to the Nwest 27,-1,-0.3004223397566266,-1,1,Wisconsin 2,2.005,Q2 10M 31S
630,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122482,1,1,10,41,1,10,35,65,Rush,Kyric McGowan run for 13 yds to the Nwest 48 for a 1ST down,13,1.2346627219809039,13,2,Ohio State 1,0.9999999999999999,Q1 10M 41S
634,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122482,2,1,10,2,1,10,48,52,Sack,Aidan Smith sacked by Chase Young for a loss of 9 yards to the Nwest 39,-9,-2.717627873136861,-9,1,Ohio State 1,1.0010000000000001,Q1 10M 2S
632,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122482,3,1,9,41,2,19,39,61,Rush,Drake Anderson run for 8 yds to the Nwest 47,8,0.42411451029511493,8,2,Ohio State 1,1.002,Q1 9M 41S
629,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122482,4,1,8,58,3,11,47,53,Pass Incompletion,Aidan Smith pass incomplete to Riley Lees,0.5,-0.5690936648381326,0,1,Ohio State 1,1.0030000000000001,Q1 8M 58S
644,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122484,5,1,7,26,1,10,41,59,Rush,Isaiah Bowser run for 11 yds to the OhSt 48 for a 1ST down,11,0.9727785135184703,11,2,Ohio State 1,1.004,Q1 7M 26S
647,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122484,6,1,6,52,1,10,52,48,Pass Incompletion,Aidan Smith pass incomplete to Jace James,0.5,-1.0742999147475647,0,1,Ohio State 1,1.0050000000000001,Q1 6M 52S
645,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122484,7,1,6,43,2,10,52,48,Pass Reception,Aidan Smith pass complete to Riley Lees for 4 yds to the OhSt 44,4,-0.1659698499919937,4,1,Ohio State 1,1.006,Q1 6M 43S
639,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122484,8,1,6,12,3,6,56,44,Rush,Isaiah Bowser run for 12 yds to the OhSt 32 for a 1ST down,12,2.054984175430553,12,2,Ohio State 1,1.0070000000000001,Q1 6M 12S
641,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122484,9,1,5,47,1,10,68,32,Rush,Aidan Smith run for 10 yds to the OhSt 22 for a 1ST down,10,NA,10,2,Ohio State 1,1.008,Q1 5M 47S
642,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122484,10,1,5,6,1,10,78,22,Rush,Isaiah Bowser run for 5 yds to the OhSt 17,5,0.074636067054974,5,2,Ohio State 1,1.0090000000000001,Q1 5M 6S
643,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122484,11,1,4,24,2,5,83,17,Rush,Isaiah Bowser run for a loss of 1 yard to the OhSt 18,-1,-0.5330336339935946,-1,2,Ohio State 1,1.01,Q1 4M 24S
646,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122484,12,1,3,48,3,6,82,18,Rush,Aidan Smith run for 3 yds to the OhSt 15,3,-0.1755750702916784,3,2,Ohio State 1,1.0110000000000001,Q1 3M 48S
669,Northwestern,Big Ten,3,Ohio State,Big Ten,14,4011122486,13,2,12,43,1,10,25,75,Pass Incompletion,Aidan Smith pass incomplete to Riley Lees,0.5,-0.7029700220436519,0,1,Ohio State 2,2,Q2 12M 43S
666,Northwestern,Big Ten,3,Ohio State,Big Ten,14,4011122486,14,2,12,36,2,10,25,75,Pass Reception,Aidan Smith pass complete to Kyric McGowan for 13 yds to the Nwest 38 for a 1ST down,13,1.8277215010854828,13,1,Ohio State 2,2.001,Q2 12M 36S
665,Northwestern,Big Ten,3,Ohio State,Big Ten,14,4011122486,15,2,11,52,1,20,28,72,Rush,Drake Anderson run for 2 yds to the Nwest 30,2,-0.22198186609684267,2,2,Ohio State 2,2.0020000000000002,Q2 11M 52S
664,Northwestern,Big Ten,3,Ohio State,Big Ten,14,4011122486,16,2,11,8,2,18,30,70,Rush,Aidan Smith run for 4 yds to the Nwest 34,4,-0.045542716574919595,4,2,Ohio State 2,2.003,Q2 11M 8S
670,Northwestern,Big Ten,3,Ohio State,Big Ten,14,4011122486,17,2,10,40,3,14,34,66,Pass Incompletion,Aidan Smith pass incomplete to Riley Lees,0.5,-0.1943104045342485,0,1,Ohio State 2,2.004,Q2 10M 40S
681,Northwestern,Big Ten,3,Ohio State,Big Ten,21,4011122488,18,2,9,35,1,10,25,75,Rush,Isaiah Bowser run for 2 yds to the Nwest 27,2,-0.45260367932203766,2,2,Ohio State 2,2.005,Q2 9M 35S
680,Northwestern,Big Ten,3,Ohio State,Big Ten,21,4011122488,19,2,8,59,2,8,27,73,Pass Incompletion,Aidan Smith pass incomplete to JJ Jefferson,0.5,-0.4788075161366292,0,1,Ohio State 2,2.0060000000000002,Q2 8M 59S
679,Northwestern,Big Ten,3,Ohio State,Big Ten,21,4011122488,20,2,8,35,1,10,50,50,Rush,Kyric McGowan run for 1 yd to the OhSt 49,1,-0.873884986133115,1,2,Ohio State 2,2.007,Q2 8M 35S
678,Northwestern,Big Ten,3,Ohio State,Big Ten,21,4011122488,21,2,8,0,2,9,51,49,Rush,Aidan Smith run for 3 yds to the OhSt 46,3,-0.4067541391909088,3,2,Ohio State 2,2.008,Q2 8M 0S
677,Northwestern,Big Ten,3,Ohio State,Big Ten,21,4011122488,22,2,7,32,3,6,54,46,Pass Incompletion,Aidan Smith pass incomplete,0.5,-0.9913259097005076,0,1,Ohio State 2,2.009,Q2 7M 32S
696,Northwestern,Big Ten,0,Purdue,Big Ten,0,4011122492,1,1,11,8,1,10,8,92,Pass Reception,Aidan Smith pass complete to Riley Lees for 13 yds to the Nwest 21 for a 1ST down,13,0.5181704843738508,13,1,Purdue 1,0.9999999999999999,Q1 11M 8S
695,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122492,2,1,10,34,1,10,21,79,Rushing Touchdown,Kyric McGowan run for 79 yds for a TD (Charlie Kuhbander KICK),79,6.330534789817156,79,2,Purdue 1,1.0010000000000001,Q1 10M 34S
706,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,3,1,8,14,1,10,40,60,Rush,Kyric McGowan run for 3 yds to the Nwest 43,3,-0.4315308590496248,3,2,Purdue 1,1.002,Q1 8M 14S
707,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,4,1,8,14,2,7,43,57,Pass Reception,Aidan Smith pass complete to Jace James for 13 yds to the Prdue 44 for a 1ST down,13,1.7755491056832788,13,1,Purdue 1,1.0030000000000001,Q1 8M 14S
708,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,5,1,8,14,1,10,27,73,Pass Incompletion,Aidan Smith pass incomplete to Riley Lees,0.5,-0.766047035673644,0,1,Purdue 1,1.004,Q1 8M 14S
709,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,6,1,8,14,1,10,56,44,Rush,Riley Lees run for 6 yds to the Prdue 38,6,0.295635896925372,6,2,Purdue 1,1.0050000000000001,Q1 8M 14S
710,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,7,1,8,14,2,4,62,38,Rush,Aidan Smith run for 9 yds to the Prdue 29 for a 1ST down,9,0.3289452759865373,9,2,Purdue 1,1.006,Q1 8M 14S
711,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,8,1,8,14,1,10,71,29,Rush,Kyric McGowan run for 1 yd to the Prdue 28,1,-0.4070770134362323,1,2,Purdue 1,1.0070000000000001,Q1 8M 14S
712,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,9,1,8,14,2,10,27,73,Rush,Drake Anderson run for 4 yds to the Nwest 31,4,-0.07060085373078628,4,2,Purdue 1,1.008,Q1 8M 14S
713,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,10,1,8,14,2,6,21,79,Pass Reception,Aidan Smith pass complete to Kyric McGowan for 6 yds to the Nwest 27 for a 1ST down,6,NA,6,1,Purdue 1,1.0090000000000001,Q1 8M 14S
714,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,11,1,8,14,1,10,17,83,Rush,Kyric McGowan run for 4 yds to the Nwest 21,4,-0.07437138834457713,4,2,Purdue 1,1.01,Q1 8M 14S
715,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,12,1,8,14,2,9,72,28,Pass Reception,Aidan Smith pass complete to Jace James for 12 yds to the Prdue 16 for a 1ST down,12,0.6266554767419699,12,1,Purdue 1,1.0110000000000001,Q1 8M 14S
717,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,13,1,8,14,3,6,31,69,Pass Reception,Aidan Smith pass complete to Riley Lees for 9 yds to the Nwest 40 for a 1ST down,9,2.0124627194826914,9,1,Purdue 1,1.012,Q1 8M 14S
716,Northwestern,Big Ten,14,Purdue,Big Ten,0,4011122494,14,1,3,47,1,10,84,16,Passing Touchdown,Aidan Smith pass complete to Jace James for 16 yds for a TD (Charlie Kuhbander KICK),16,2.5687227212923744,16,1,Purdue 1,1.0130000000000001,Q1 3M 47S
728,Northwestern,Big Ten,14,Purdue,Big Ten,0,4011122496,15,1,1,38,3,11,6,94,Pass Reception,Aidan Smith pass complete to Berkeley Holman for 20 yds to the Nwest 26 for a 1ST down,20,1.3223495249199377,20,1,Purdue 1,1.014,Q1 1M 38S
729,Northwestern,Big Ten,14,Purdue,Big Ten,0,4011122496,16,1,1,38,1,10,7,93,Rush,Kyric McGowan run for 1 yd to the Nwest 8,1,-0.25741288696273923,1,2,Purdue 1,1.0150000000000001,Q1 1M 38S
730,Northwestern,Big Ten,14,Purdue,Big Ten,0,4011122496,17,1,1,38,2,9,8,92,Rush,Kyric McGowan run for a loss of 2 yards to the Nwest 6,-2,-0.19820573851611376,-2,2,Purdue 1,1.016,Q1 1M 38S
731,Northwestern,Big Ten,14,Purdue,Big Ten,0,4011122496,18,1,1,38,2,10,26,74,Pass Reception,Aidan Smith pass complete to Riley Lees for no gain to the Nwest 26,0.5,-0.3675373383433538,0,1,Purdue 1,1.0170000000000001,Q1 1M 38S
732,Northwestern,Big Ten,14,Purdue,Big Ten,0,4011122496,19,1,1,38,1,10,26,74,Pass Incompletion,Aidan Smith pass incomplete to Berkeley Holman,0.5,-0.7342478781140684,0,1,Purdue 1,1.018,Q1 1M 38S
727,Northwestern,Big Ten,14,Purdue,Big Ten,0,4011122496,20,2,15,0,3,10,26,74,Pass Incompletion,Aidan Smith pass incomplete to Ramaud Chiaokhiao-Bowman,0.5,-0.1692248042178708,0,1,Purdue 2,2,Q2 15M 0S
750,Northwestern,Big Ten,14,Purdue,Big Ten,7,4011122498,21,2,9,57,1,10,45,55,Pass Reception,Aidan Smith pass complete to Trey Pugh for 1 yd to the Nwest 46,1,-0.9265072803619887,1,1,Purdue 2,2.001,Q2 9M 57S
751,Northwestern,Big Ten,14,Purdue,Big Ten,7,4011122498,22,2,9,57,3,12,43,57,Pass Incompletion,"Aidan Smith pass incomplete to Jace James, broken up by Simeon Smiley",0.5,-0.41941505197513074,0,1,Purdue 2,2.0020000000000002,Q2 9M 57S
754,Northwestern,Big Ten,14,Purdue,Big Ten,7,4011122498,23,2,9,57,1,10,25,75,Rush,"Drake Anderson run for 5 yds to the Nwest 30 for a 1ST down PURDUE Penalty, face mask (15 yards) (15 Yards) to the Nwest 45 for a 1ST down",20,1.8011418824049565,20,2,Purdue 2,2.003,Q2 9M 57S
756,Northwestern,Big Ten,14,Purdue,Big Ten,7,4011122498,24,2,9,57,2,9,46,54,Rush,Drake Anderson run for 2 yds to the Nwest 48,2,-0.6062660912681573,2,2,Purdue 2,2.004,Q2 9M 57S
761,Northwestern,Big Ten,0,UMass,FBS Independents,0,4011122501,1,1,15,0,2,4,31,69,Rush,Evan Hull run for a loss of 1 yard to the Nwest 30,-1,-0.9925621565849942,-1,2,UMass 1,0.9999999999999999,Q1 15M 0S
764,Northwestern,Big Ten,0,UMass,FBS Independents,0,4011122501,2,1,15,0,3,5,30,70,Pass Incompletion,Aidan Smith pass incomplete to Riley Lees,0.5,-0.3716239049161505,0,1,UMass 1,1.0010000000000001,Q1 15M 0S
765,Northwestern,Big Ten,0,UMass,FBS Independents,0,4011122501,3,1,15,0,1,10,25,75,Rush,Evan Hull run for 6 yds to the Nwest 31,6,0.3333748010525683,6,2,UMass 1,1.002,Q1 15M 0S
777,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122503,4,1,10,44,1,10,35,65,Rush,Aidan Smith run for 8 yds to the Nwest 43,8,1.037188716394402,8,2,UMass 1,1.0030000000000001,Q1 10M 44S
778,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122503,5,1,10,44,3,7,48,52,Pass Reception,Aidan Smith pass complete to Riley Lees for 18 yds to the UMass 34 for a 1ST down,18,2.872660448032841,18,1,UMass 1,1.004,Q1 10M 44S
779,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122503,6,1,10,44,1,10,66,34,Pass Reception,Aidan Smith pass complete to Riley Lees for 5 yds to the UMass 29,5,0.08067951505409,5,1,UMass 1,1.0050000000000001,Q1 10M 44S
782,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122503,7,1,10,44,1,10,45,55,Pass Incompletion,Aidan Smith pass incomplete to Evan Hull,0.5,-1.1618692012952412,0,1,UMass 1,1.006,Q1 10M 44S
783,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122503,8,1,10,44,2,2,43,57,Rush,Evan Hull run for 2 yds to the Nwest 45 for a 1ST down,2,NA,2,2,UMass 1,1.0070000000000001,Q1 10M 44S
784,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122503,9,1,10,44,2,10,45,55,Rush,Evan Hull run for 3 yds to the Nwest 48,3,-0.3709041703349048,3,2,UMass 1,1.008,Q1 10M 44S
789,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122505,10,1,8,7,2,1,57,43,Rush,Drake Anderson run for 4 yds to the UMass 39 for a 1ST down,4,-0.283284097608384,4,2,UMass 1,1.0090000000000001,Q1 8M 7S
790,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122505,11,1,8,7,1,10,61,39,Fumble Recovery (Own),"Drake Anderson run for a loss of 1 yard to the UMass 44 Drake Anderson fumbled, forced by Isaiah Rodgers,",-1,-1.015195614654532,-1,2,UMass 1,1.01,Q1 8M 7S
791,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122505,12,1,8,7,1,10,14,86,Rush,Drake Anderson run for 3 yds to the Nwest 17,3,-0.17692987996152973,3,2,UMass 1,1.0110000000000001,Q1 8M 7S
793,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122505,13,1,8,7,2,7,17,83,Rush,Drake Anderson run for 4 yds to the Nwest 21,4,-0.04759306927433738,4,2,UMass 1,1.012,Q1 8M 7S
794,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122505,14,1,8,7,2,15,56,44,Rush,Evan Hull run for 3 yds to the UMass 41,3,-0.3825705304345739,3,2,UMass 1,1.0130000000000001,Q1 8M 7S
795,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122505,15,1,8,7,1,10,48,52,Rush,Drake Anderson run for 9 yds to the UMass 43,9,1.150899831387264,9,2,UMass 1,1.014,Q1 8M 7S
796,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122505,16,1,8,7,3,3,21,79,Pass Reception,Aidan Smith pass complete to Riley Lees for 27 yds to the Nwest 48 for a 1ST down,27,2.876535476854335,27,1,UMass 1,1.0150000000000001,Q1 8M 7S
823,Northwestern,Big Ten,7,UMass,FBS Independents,6,4011122509,17,2,11,10,1,10,90,10,Rush,Jason Whittaker run for 4 yds to the UMass 6,4,-0.014840150532496,4,2,UMass 2,2,Q2 11M 10S
824,Northwestern,Big Ten,7,UMass,FBS Independents,6,4011122509,18,2,11,10,1,10,51,49,Rush,Aidan Smith run for 19 yds to the UMass 30 for a 1ST down,19,0.9480874187144773,19,2,UMass 2,2.001,Q2 11M 10S
825,Northwestern,Big Ten,7,UMass,FBS Independents,6,4011122509,19,2,11,10,1,10,40,60,Pass Reception,Aidan Smith pass complete to Riley Lees for 4 yds to the Nwest 44,4,-0.1674744380827829,4,1,UMass 2,2.0020000000000002,Q2 11M 10S
826,Northwestern,Big Ten,7,UMass,FBS Independents,6,4011122509,20,2,11,10,1,10,70,30,Rush,Aidan Smith run for 3 yds to the UMass 27,3,-0.17303361893288,3,2,UMass 2,2.003,Q2 11M 10S
827,Northwestern,Big Ten,7,UMass,FBS Independents,6,4011122509,21,2,11,10,2,7,73,27,Pass Reception,Aidan Smith pass complete to Riley Lees for 7 yds to the UMass 20 for a 1ST down,7,NA,7,1,UMass 2,2.004,Q2 11M 10S
828,Northwestern,Big Ten,7,UMass,FBS Independents,6,4011122509,22,2,11,10,1,10,80,20,Rush,Aidan Smith run for 10 yds to the UMass 10 for a 1ST down,10,NA,10,2,UMass 2,2.005,Q2 11M 10S
829,Northwestern,Big Ten,7,UMass,FBS Independents,6,4011122509,23,2,11,10,2,6,44,56,Pass Reception,Aidan Smith pass complete to Riley Lees for 7 yds to the UMass 49 for a 1ST down,7,1.16204449058921,7,1,UMass 2,2.0060000000000002,Q2 11M 10S
830,Northwestern,Big Ten,14,UMass,FBS Independents,6,4011122509,24,2,7,59,2,6,94,6,Rushing Touchdown,Evan Hull run for 6 yds for a TD (Charlie Kuhbander KICK),6,2.528666992781938,6,2,UMass 2,2.007,Q2 7M 59S
846,Northwestern,Big Ten,10,Illinois,Big Ten,7,40111215612,46,3,10,32,1,10,49,49,Rush,Andrew Marty run for 7 yds to the Illin 42,7,0.575042778164864,7,2,Illinois 3,3,Q3 10M 32S
847,Northwestern,Big Ten,10,Illinois,Big Ten,7,40111215612,47,3,10,32,2,6,65,65,Rush,Coco Azema run for 16 yds to the Illin 49 for a 1ST down,16,1.9894811278789692,16,2,Illinois 3,3.001,Q3 10M 32S
848,Northwestern,Big Ten,10,Illinois,Big Ten,7,40111215612,48,3,10,32,1,10,34,34,Rush,Andrew Marty run for no gain to the Illin 34,0.5,-0.6630222646782312,0,2,Illinois 3,3.0020000000000002,Q3 10M 32S
849,Northwestern,Big Ten,10,Illinois,Big Ten,7,40111215612,49,3,10,32,1,10,69,69,Rush,Drake Anderson run for 4 yds to the Nwest 35,4,-0.1445206744011678,4,2,Illinois 3,3.003,Q3 10M 32S
851,Northwestern,Big Ten,10,Illinois,Big Ten,7,40111215612,50,3,10,32,2,3,42,42,Rush,Coco Azema run for 8 yds to the Illin 34 for a 1ST down,8,0.2505616125587143,8,2,Illinois 3,3.004,Q3 10M 32S
850,Northwestern,Big Ten,17,Illinois,Big Ten,7,40111215612,51,3,8,3,2,10,34,34,Passing Touchdown,Andrew Marty pass complete to Riley Lees for 34 yds for a TD (Charlie Kuhbander KICK),34,3.5997484255919012,34,1,Illinois 3,3.005,Q3 8M 3S
868,Northwestern,Big Ten,17,Illinois,Big Ten,10,40111215614,52,3,2,30,1,10,83,83,Pass Reception,Andrew Marty pass complete to Riley Lees for 3 yds to the Nwest 20,3,-0.204908473427289,3,1,Illinois 3,3.0060000000000002,Q3 2M 30S
871,Northwestern,Big Ten,17,Illinois,Big Ten,10,40111215614,53,3,2,30,2,7,80,80,Rush,Drake Anderson run for 6 yds to the Nwest 26,6,0.2078861889200425,6,2,Illinois 3,3.007,Q3 2M 30S
874,Northwestern,Big Ten,17,Illinois,Big Ten,10,40111215614,54,3,2,30,3,1,74,74,Rush,Coco Azema run for 62 yds to the Illin 12 for a 1ST down,62,4.002110325022978,62,2,Illinois 3,3.008,Q3 2M 30S
875,Northwestern,Big Ten,17,Illinois,Big Ten,10,40111215614,55,3,2,30,1,10,12,12,Rush,Andrew Marty run for 2 yds to the Illin 10,2,-0.1686350677656265,2,2,Illinois 3,3.009,Q3 2M 30S
867,Northwestern,Big Ten,17,Illinois,Big Ten,10,40111215614,56,4,15,0,1,5,5,5,Rush,Andrew Marty run for 4 yds to the Illin 1,4,-0.016571396914132,4,2,Illinois 4,4,Q4 15M 0S
873,Northwestern,Big Ten,17,Illinois,Big Ten,10,40111215614,57,4,15,0,2,8,10,10,Rush,Andrew Marty run for no gain to the Illin 10,0.5,-0.290695577850234,0,2,Illinois 4,4.0009999999999994,Q4 15M 0S
869,Northwestern,Big Ten,23,Illinois,Big Ten,10,40111215614,58,4,13,28,2,1,1,1,Rushing Touchdown,Andrew Marty run for 1 yd for a TD (Charlie Kuhbander PAT MISSED),1,1.900352237473006,1,2,Illinois 4,4.002,Q4 13M 28S
882,Northwestern,Big Ten,23,Illinois,Big Ten,10,40111215616,59,4,12,15,2,3,20,20,Rush,Drake Anderson run for 5 yds to the Illin 15 for a 1ST down,5,-0.1545544520077535,5,2,Illinois 4,4.002999999999999,Q4 12M 15S
886,Northwestern,Big Ten,23,Illinois,Big Ten,10,40111215616,60,4,12,15,2,7,12,12,Rush,Andrew Marty run for no gain to the Illin 12,0.5,-0.327630498967477,0,2,Illinois 4,4.004,Q4 12M 15S
887,Northwestern,Big Ten,23,Illinois,Big Ten,10,40111215616,61,4,12,15,1,10,15,15,Rush,Andrew Marty run for 3 yds to the Illin 12,3,-0.103053233199689,3,2,Illinois 4,4.005,Q4 12M 15S
888,Northwestern,Big Ten,23,Illinois,Big Ten,10,40111215616,62,4,12,15,2,13,88,88,Rush,Drake Anderson run for 7 yds to the Nwest 19,7,0.11631757746922133,7,2,Illinois 4,4.005999999999999,Q4 12M 15S
889,Northwestern,Big Ten,23,Illinois,Big Ten,10,40111215616,63,4,12,15,1,17,92,92,Rush,Drake Anderson run for 4 yds to the Nwest 12,4,-0.02164693327856426,4,2,Illinois 4,4.007,Q4 12M 15S
890,Northwestern,Big Ten,23,Illinois,Big Ten,10,40111215616,64,4,12,15,3,18,23,23,Rush,Raymond Niro III run for 5 yds to the Illin 18,5,0.0425514373029596,5,2,Illinois 4,4.008,Q4 12M 15S
892,Northwestern,Big Ten,23,Illinois,Big Ten,10,40111215616,65,4,12,15,1,10,27,27,Rush,Andrew Marty run for 7 yds to the Illin 20,7,0.3376362038341565,7,2,Illinois 4,4.0089999999999995,Q4 12M 15S
893,Northwestern,Big Ten,23,Illinois,Big Ten,10,40111215616,66,4,12,15,3,6,81,81,Rush,"Raymond Niro III run for 39 yds to the ILLINOIS 42 for a 1ST down ILLINOIS Penalty, personal foul (Sydney Brown) to the Illin 27 for a 1ST down",54,4.35156993269549,54,2,Illinois 4,4.01,Q4 12M 15S
